"bpm","nrgy","dnce","db","val","dur","acous","pop"
1,0.218890941267242,-0.192492291341574,0.132824079802847,0.011849297518934,-0.00834635874318174,-0.0989549085034343,0.202228104374478
0.218890941267242,1,0.422966097694454,0.74861476769924,0.507394016885263,0.075962269919746,-0.669471508692291,0.0361279295884422
-0.192492291341574,0.422966097694454,1,0.474868140052294,0.359827460578934,-0.101566648173892,-0.521215182782356,-0.33221122215325
0.132824079802847,0.74861476769924,0.474868140052294,1,0.579400475281444,-0.00844737771243033,-0.631463315437794,0.0862111151300403
0.011849297518934,0.507394016885263,0.359827460578934,0.579400475281444,1,-0.223897839239182,-0.604445020648944,-0.167875180965816
-0.00834635874318174,0.075962269919746,-0.101566648173892,-0.00844737771243033,-0.223897839239182,1,0.0819803382979667,0.0842192247045459
-0.0989549085034343,-0.669471508692291,-0.521215182782356,-0.631463315437794,-0.604445020648944,0.0819803382979667,1,0.137162312970604
0.202228104374478,0.0361279295884422,-0.33221122215325,0.0862111151300403,-0.167875180965816,0.0842192247045459,0.137162312970604,1
